cmt,correct,name,vận chuyển,giá,đóng gói,dịch vụ,mùi hương,kết cấu,độ bền,Màu sắc,,,,,,,,,,,,,,,
"Mùi thơm- giá chưa km sâu như siêu thị GO
do mình chỉ tẩy kem chống nắng nên thấy rất sạch ko nhờn rít- 
ship nhanh -","Mùi thơm- giá chưa km sâu như siêu thị GO
do mình chỉ tẩy kem chống nắng nên thấy rất sạch ko nhờn rít-
ship nhanh -",Nước tẩy trang Vitamin và hoa hồng POND'S Vitamin và hoa hồng sáng da Sạch 99% lớp trang điểm sáng da sạch sâu,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,
"Dùng nhiều da bị bít chân lông, bí nên dễ sinh mụn. 
Mùi thích thơm nhẹ, giá gần 1 tr nên dùng hay hơn các dòng khác rồi.
Lâu ko dùng là da đỡ mụn hơn.mà dùng cái là mụn trồi ra. Sẹo mấy nốt luôn. Buồn xỉu.","Dùng nhiều da bị bít chân lông, bí nên dễ sinh mụn.
Mùi thích thơm nhẹ, giá gần 1 tr nên dùng hay hơn các dòng khác rồi.
Lâu ko dùng là da đỡ mụn hơn.mà dùng cái là mụn trồi ra. Sẹo mấy nốt luôn. Buồn xỉu.",Dưỡng Chất Chuyên Sâu Giúp Hỗ Trợ Quá Trình Tái Tạo Da La Roche-Posay Hyalu B5 Serum 30ml,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,
"Giao hàng nhanh, sp rẻ mà hộp trông xịn xò quá, chưa dùng nên chưa đánh giá được. mình chỉ ko thích nó có mùi","Giao hàng nhanh, sp rẻ mà hộp trông xịn sò quá, chưa dùng nên chưa đánh giá được. mình chỉ ko thích nó có mùi",Serum trắng da - Serum vàng 24k Luxury Gold chống lão hóa 3W Clinic Hàn Quốc 150ml,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,
mình chưa dùng nên chưa biết chất lượng sao nhưng mùi rất dễ chịu shipper giao nhanh và thân thiện mình săn sale được với giá tốt nên rất vui,mình chưa dùng nên chưa biết chất lượng sao nhưng mùi rất dễ chịu shipper giao nhanh và thân thiện mình săn sale được với giá tốt nên rất vui,Serum Ngừa Mụn Dưỡng Trắng Da Oriss Cao Cấp,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,
"Với giá này mình nghĩ sẽ hiệu quả lắm. Dùng được 1 tuần rồi chưa thấy thay đổi gì, serum khá ít, ngày dùng 2-3l giờ còn 1/3 lọ. Thấy các bạn bảo có mùi thơm, ko biết sao nhưng đối với mình ko thích mùi này.","Với giá này mình nghĩ sẽ hiệu quả lắm. Dùng được 1 tuần rồi chưa thấy thay đổi gì, serum khá ít, ngày dùng 2-3l giờ còn 1/3 lọ. Thấy các bạn bảo có mùi thơm, ko biết sao nhưng đối với mình ko thích mùi này.",Serum Ngừa Mụn Dưỡng Trắng Da Oriss Cao Cấp,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,
"Giao hàng nhanh, đóng gói bảo quản sản phẩm cẩn thận. Sản phẩm nhìn sang, đẹp mắt, nhỏ gọn dễ mang theo. Về chất lượng thì mới xài lần đầu, cũng mới dùng sản phẩm dòng Vichy nên chưa đánh giá được. Sơ bộ thì chất kem mịn, dễ tán, apply tốt, không nặng mặt, hiện chưa thấy kích ứng. Khuyết điểm là mùi hơi hắc, giá hơi đắt, hũ kem không được đầy.
=> Chấm điểm ⭐️⭐️⭐️⭐️.","Giao hàng nhanh, đóng gói bảo quản sản phẩm cẩn thận. Sản phẩm nhìn sang, đẹp mắt, nhỏ gọn dễ mang theo. Về chất lượng thì mới xài lần đầu, cũng mới dùng sản phẩm dòng Vichy nên chưa đánh giá được. Sơ bộ thì chất kem mịn, dễ tán, apply tốt, không nặng mặt, hiện chưa thấy kích ứng. Khuyết điểm là mùi hơi hắc, giá hơi đắt, hũ kem không được đầy.
=> Chấm điểm ⭐️⭐️⭐️⭐️.","Kem Dưỡng Ngăn Lão Hóa, Sáng Da Vichy Collagen Liftactiv Collagen Specialist Chuyên Biệt (50ml)",1,1,1,0,1,1,0,0,,,,,,,,,,,,,,,
"m xài đc 1tuần kết hợp vs naciminde da cũng có cải thiện !dung dịch có mùi xí mụi ,thoa lên da sẽ hơi rát nhẹ kiểu châm chích!nói chung là hàng khá ok!có điều giá hơi mắc so với shoppee!mong shop có đãi ngộ tốt vs khách hàng để ủng hộ shop nhiều hơn","m xài đc 1 tuần kết hợp vs niacinamide da cũng có cải thiện !dung dịch có mùi xí muội ,thoa lên da sẽ hơi rát nhẹ kiểu châm chích!nói chung là hàng khá ok!có điều giá hơi mắc so với shopee!mong shop có đãi ngộ tốt vs khách hàng để ủng hộ shop nhiều hơn","The Ordinary AHA 30% + BHA 2% Peeling Solution - Giải Pháp Hỗ Trợ Giảm Vết Thâm, Da Sần Mụn, Lỗ Chân Lông 30ml",0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,
Chân ái che khuyết điểm. lần đầu tiên dùng che khuyết điểm và may mắn m chọn được cái này dùng rất ưng giá lại khá rẻ,Chân ái che khuyết điểm. lần đầu tiên dùng che khuyết điểm và may mắn m chọn được cái này dùng rất ưng giá lại khá rẻ,Kem Che Khuyết Điểm The Saem Cover PerfectionTip Concealer (6.5g),0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
"giá khá tốt so vs mấy shop khác, giao hàng rất nhanh, sẽ sử  dụng thêm, đáng mua nhé","giá khá tốt so vs mấy shop khác, giao hàng rất nhanh, sẽ sử dụng thêm, đáng mua nhé",Kem Che Khuyết Điểm The Saem Cover PerfectionTip Concealer (6.5g),1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
so vs giá tiền thì hok có j để phải phàn nàn lun ak. 10/10 điểm,so vs giá tiền thì hok có j để phải phàn nàn lun ak. 10/10 điểm,Phấn Phủ Dạng nén Gecomo Ánh Ngọc Trai Kiềm Dầu Chống Thấm Nước,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
"Hàng QC nhưng thấy ok lắm nà, giá rẻ chất lượng tốt nên mua","Hàng QC nhưng thấy ok lắm nà, giá rẻ chất lượng tốt nên mua","Phấn Bắt Sáng, Má Hồng Kèm Hightlight Laisly Tạo Khối 2 Lớp Kèm Gương(tặng kèm thỏi son Images)",0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
Giá bình dân mà nhìn hộp sịn sò thôi r,Giá bình dân mà nhìn hộp xịn sò thôi r,"Phấn Bắt Sáng, Má Hồng Kèm Hightlight Laisly Tạo Khối 2 Lớp Kèm Gương(tặng kèm thỏi son Images)",0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,
"Tiki nên gạt sổ những nhà ban hàng k uy tính di nhe,hộp phấn gần 200k ma giao bể nát như đồ bỏ vậy sao,","Tiki nên gạt sổ những nhà ban hàng k uy tín di nhe,hộp phấn gần 200k ma giao bể nát như đồ bỏ vậy sao,",Phấn Trang Điểm Trắng Da Thorakao Two Way Cake 10g,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,
Phấn mịn dùng cực thích . Giá rẻ,Phấn mịn dùng cực thích . Giá rẻ,Phấn Trang Điểm Trắng Da Thorakao Two Way Cake 10g,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,
"Sản phẩm dùng tốt, thiết kế đẹp, giá hợp lý, giao hàng nhanh","Sản phẩm dùng tốt, thiết kế đẹp, giá hợp lý, giao hàng nhanh",Kẻ mắt nước không trôi Vacosi 24H Waterproof Pen 2g (Rose Gold),1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,
"Ship nhanh, sản phẩm tốt, phù hợp da hỗn hợp thiên dầu của mình, sạch, dưỡng ẩm tốt. Hiện chưa thấy kích ứng gì cả. Mình dùng với serum b5 balance, dưỡng ẩm embryolisse thấy hợp nè. Mình săn sale+ trừ xu chỉ còn 38k lại còn tặng hạt nêm. Mức giá này quá hời so với các web khác là 150k hihi.","Ship nhanh, sản phẩm tốt, phù hợp da hỗn hợp thiên dầu của mình, sạch, dưỡng ẩm tốt. Hiện chưa thấy kích ứng gì cả. Mình dùng với serum b5 balance, dưỡng ẩm embryolisse thấy hợp nè. Mình săn sale trừ xu chỉ còn 38k lại còn tặng hạt nêm. Mức giá này quá hời so với các web khác là 150k hihi.",Sữa rửa mặt Simple giúp da sạch thoáng & không chứa xà phòng 150ml [CHÍNH HÃNG ĐỘC QUYỀN],0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Mua đồ gì liên quan đến sức khoẻ hay công nghệ mình đều lựa chọn Tiki Trading. Yên tâm hơn mua trên shopee. Chai này mình dùng đến chai thứ 4-5 gì rồi. Tốt trong tầm giá, nâng tone nhẹ, da hỗn hợp thiên dầu xài dạng sữa này nha các bạn","Mua đồ gì liên quan đến sức khỏe hay công nghệ mình đều lựa chọn Tiki Trading. Yên tâm hơn mua trên shopee. Chai này mình dùng đến chai thứ 4-5 gì rồi. Tốt trong tầm giá, nâng tone nhẹ, da hỗn hợp thiên dầu xài dạng sữa này nha các bạn",Sữa chống nắng nâng tông dành cho da dầu/hỗn hợp Sunplay Skin Aqua Tone Up UV Milk Lavender SPF50+ PA++++ (50g),0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,
sản phẩm lên tông rất ok ạ. ko bị bết dính đâu nhé mọi người. mình mua được giá sale hời quá luôn ý. Đây là lần thứ n mình mua tại shop này rồi. Sẽ luôn trung thành ủng hộ shop.,sản phẩm lên tông rất ok ạ. ko bị bết dính đâu nhé mọi người. mình mua được giá sale hời quá luôn ý. Đây là lần thứ n mình mua tại shop này rồi. Sẽ luôn trung thành ủng hộ shop.,Bộ sản phẩm Kem chống nắng dưỡng da bảo vệ hoàn hảo cho da mặt và toàn thân (Anessa Gold Milk 60ml + Gold Gel 90g + Gold Spray 60g),0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,
"sản phẩm chất ngất ngâ con gà tây luôn, mua bộ này xài xong da mượt phê, săn được giá rẻ quá hời luôn, tiki đngs gói cẩn thận, sẽ ủng hộ dài dài","sản phẩm chất ngất ngây con gà tây luôn, mua bộ này xài xong da mượt phê, săn được giá rẻ quá hời luôn, tiki đóng gói cẩn thận, sẽ ủng hộ dài dài",Bộ sản phẩm Kem chống nắng dạng sữa dưỡng da kiềm dầu bảo vệ hoàn hảo (Anessa Gold Milk 60ml + Gold Milk 20ml x2),0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,
mua com bô giá rẻ hơn mua lẻ chất lượng khỏi chê đã dùng loại này từ rất lâu rồi,mua combo giá rẻ hơn mua lẻ chất lượng khỏi chê đã dùng loại này từ rất lâu rồi,Bộ sản phẩm Kem chống nắng dạng sữa dưỡng da kiềm dầu bảo vệ hoàn hảo (Anessa Gold Milk 60ml + Gold Milk 20ml x2),0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
"Mình đã thử 2 loại tẩy trang khác nhưng xài đc 2 ,3 bữa thì bỏ vì rát da, thật sự trong giá tầm trung thì hãng simple này là xài tốt nhất","Mình đã thử 2 loại tẩy trang khác nhưng xài đc 2 ,3 bữa thì bỏ vì rát da, thật sự trong giá tầm trung thì hãng simple này là xài tốt nhất","Combo 2 Nước tẩy trang Simple Micellar làm sạch 99% trang điểm, cho da thoáng mịn tức thì 400ml và 200ml [CHAI LỚN TIẾT KIỆM 111K]",0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
"Giao hàng đúng hẹn. Đóng gói cẩn thận.
Giá tầm trung, rất phù hợp lựa chọn.","Giao hàng đúng hẹn. Đóng gói cẩn thận.
Giá tầm trung, rất phù hợp lựa chọn.","Combo 2 Nước tẩy trang Simple Micellar làm sạch 99% trang điểm, cho da thoáng mịn tức thì 400ml và 200ml [CHAI LỚN TIẾT KIỆM 111K]",1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,
"Sản phẩm giống hình nhưng cấp ẩm chưa ổn lắm,rửa xong da ko mướt và ko mịn,với giá này thì chất lượng vậy thôi,bạn nào da khô như mình thì nên tìm sản phẩm nào tầm giá cao hơn thì mình nghĩ cấp ẩm tốt hơn","Sản phẩm giống hình nhưng cấp ẩm chưa ổn lắm,rửa xong da ko mướt và ko mịn,với giá này thì chất lượng vậy thôi,bạn nào da khô như mình thì nên tìm sản phẩm nào tầm giá cao hơn thì mình nghĩ cấp ẩm tốt hơn","Sữa rửa mặt Simple giúp cấp ẩm, da trông khỏe và mịn màng - cho da khô nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [MỚI]",0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,
"Mình mới xài xog , cảm thấy mặt mình đỡ sần nhiều lắm , đã vậy còn mịn ko bị khô , giá lại hợp lí cho hs-sv , hàng giao nhanh , sản phẩm ko làm mình thất vọng , Wá Đảk🥰","Mình mới xài xong , cảm thấy mặt mình đỡ sần nhiều lắm , đã vậy còn mịn ko bị khô , giá lại hợp lí cho hs-sv , hàng giao nhanh , sản phẩm ko làm mình thất vọng , Wá Đảk🥰","Sữa rửa mặt Simple giúp cấp ẩm, da trông khỏe và mịn màng - cho da khô nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [MỚI]",1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
"Chưa dùng. Mẫu cũ dùng sạch và không kích ứng da, rất thích. Giá sale chưa đến 100k.","Chưa dùng. Mẫu cũ dùng sạch và không kích ứng da, rất thích. Giá sale chưa đến 100k.","Sữa rửa mặt Simple giúp cấp ẩm, da trông khỏe và mịn màng - cho da khô nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [MỚI]",0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
Hàng cực tốt giá cả phải chăng,Hàng cực tốt giá cả phải chăng,"Combo 2 Nước tẩy trang Simple Micellar làm sạch 99% trang điểm, cho da thoáng mịn tức thì 400ml x2",0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
Giá OK sản phẩm chất lượngp,Giá OK sản phẩm chất lượng,"Combo 2 Nước tẩy trang Simple Micellar làm sạch 99% trang điểm, cho da thoáng mịn tức thì 400ml x2",0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
"sản phẩm dạng sữa thấm tốt ko bết rít ko nâng tone,mình da thường xài cũng ổn, giá sv,nhưng cuối ngày ở phần dưới mắt có để lại vệt trắng nha, lúc trc mình mua 2 chai nhỏ xài cũng ổn nên đổi chai lớn mà giá tiết kiệm hơn.","sản phẩm dạng sữa thấm tốt ko bết rít ko nâng tone,mình da thường xài cũng ổn, giá sv,nhưng cuối ngày ở phần dưới mắt có để lại vệt trắng nha, lúc trc mình mua 2 chai nhỏ xài cũng ổn nên đổi chai lớn mà giá tiết kiệm hơn.","Sữa Chống Nắng Dưỡng Da Trắng Mịn Tối Ưu Sunplay Skin Aqua Clear White SPF50+, PA++++ (55g)",0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,
"Trước mình mua dùng thử dòng 25g thấy nhẹ mặt ráo nhanh quyết định mua loại 55g luôn , da mình chỉ dùng Bha và vtm c thì dùng loại này ok ai mà dùng retinol hay tre thì dùng loại khác nha , sau khi ráo sẽ để lại 1 lớp như phấn rất mịn mặt luôn á , ncl với giá 124k như này là rẻ so với dòng khác rồi á","Trước mình mua dùng thử dòng 25g thấy nhẹ mặt ráo nhanh quyết định mua loại 55g luôn , da mình chỉ dùng Bha và vitamin c thì dùng loại này ok ai mà dùng retinol hay tre thì dùng loại khác nhau , sau khi ráo sẽ để lại 1 lớp như phấn rất mịn mặt luôn á , ncl với giá 124k như này là rẻ so với dòng khác rồi á","Sữa Chống Nắng Dưỡng Da Trắng Mịn Tối Ưu Sunplay Skin Aqua Clear White SPF50+, PA++++ (55g)",0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,
"Săn sale trên Tiki giá rẻ hơn ở siêu thị rất nhiều
Giao hàng siêu nhanh
Anh shipper Tiki cực dễ thương
Trải nghiệm mua sắm ở Tiki vẫn là rất khác bọt","Săn sale trên Tiki giá rẻ hơn ở siêu thị rất nhiều
Giao hàng siêu nhanh
Anh shipper Tiki cực dễ thương
Trải nghiệm mua sắm ở Tiki vẫn là rất khác bọt",Bộ Đôi Kem Dưỡng Da Ngày Và Đêm Trắng Hồng Rạng Rỡ Pond's White Beauty (50g),1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tiki giao hàng siêu nhanh. Shiper lịch sự. Hàng đóng gói cẩn thận. Thường xuyên giảm giá và khuyến mãi.,Tiki giao hàng siêu nhanh. Shipper lịch sự. Hàng đóng gói cẩn thận. Thường xuyên giảm giá và khuyến mãi.,Kem Rửa Mặt Có Hạt Sạch Sâu Oxy Deep Wash (100g),1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,
"Đã nhận được hàng , đóng gói rất cẩn thận , giao hàng nhanh . Kem rửa mặt sạch nhờn Oxy perfect wash 100g như mô tả , sức mạnh từ biển sâu cho cảm giác mát lạnh và sảng khoái tức thì , cực sạch , cực đã . Công thức kết hợp nước biển sâu giàu khoáng chất và tảo biển rửa sạch bã nhờn , bụi bẩn tận gốc lỗ chân lông , cho da mát lạnh tức thì . Isopropylmethylphenol kháng khuẩn và ngừa mụn hiệu quả . Vitamin B kiểm soát nhờn , cho da săn chắc , sáng khoẻ . Cực mát lạnh - sạch bã nhờn - ngừa khuẩn mụn .","Đã nhận được hàng , đóng gói rất cẩn thận , giao hàng nhanh . Kem rửa mặt sạch nhờn Oxy perfect wash 100g như mô tả , sức mạnh từ biển sâu cho cảm giác mát lạnh và sảng khoái tức thì , cực sạch , cực đã . Công thức kết hợp nước biển sâu giàu khoáng chất và tảo biển rửa sạch bã nhờn , bụi bẩn tận gốc lỗ chân lông , cho da mát lạnh tức thì . Isopropylmethylphenol kháng khuẩn và ngừa mụn hiệu quả . Vitamin B kiểm soát nhờn , cho da săn chắc , sáng khoẻ . Cực mát lạnh - sạch bã nhờn - ngừa khuẩn mụn .",Kem Rửa Mặt Sạch Nhờn Mát Lạnh Oxy Perfect Wash (100g),1,1,1,0,0,0,1,0,,,,,,,,,,,,,,,
"cấp ẩm tốt, tốt trong tầm giá","cấp ẩm tốt, tốt trong tầm giá",Mặt Nạ Dưỡng Trắng Và Dưỡng Ẩm Hada Labo Koi-Gokujyun White Perfect Mask (20 Miếng),0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
"dùng rất em, tính ra cỡ 10k một miếng thôi nhỉ","dùng rất em, tính ra cỡ 10k một miếng thôi nhỉ",Mặt Nạ Dưỡng Trắng Và Dưỡng Ẩm Hada Labo Koi-Gokujyun White Perfect Mask (20 Miếng),0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
"Mình mua với giá sale cực hời, dán mụn này hơi dày nên chỉ dùng được cho ban đêm, bám cũng khá chắc, gom cồi mụn khá ổn áp, không quá thần thánh nhưng với giá này thì đã quá ok rồi","Mình mua với giá sale cực hời, dán mụn này hơi dày nên chỉ dùng được cho ban đêm, bám cũng khá chắc, gom cồi mụn khá ổn áp, không quá thần thánh nhưng với giá này thì đã quá ok rồi",Combo 5 Miếng Dán hỗ trợ điều trị Mụn Mayancare 20 Miếng (0.8cm),0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Sản phẩm tốt trong việc giảm đau và hút dịch mụn viêm, đã mua rất nhiều lần và đều hài lòng. Giá rẻ hơn những nơi khác.","Sản phẩm tốt trong việc giảm đau và hút dịch mụn viêm, đã mua rất nhiều lần và đều hài lòng. Giá rẻ hơn những nơi khác.",Combo 5 Miếng Dán hỗ trợ điều trị Mụn Mayancare 20 Miếng (0.8cm),0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
"Nghe đến dòng tẩy trang này đã lâu , nhưng giờ mới sử dụng vì giá thành hơi cao. Nhưng bù lại chai to , dùng được lâu.
So với các loại tẩy trang đã dùng thì e này lấy bụi bẩn tốt hơn hẳn.Cảm giác dịu nhẹ  cho da. Rất thích.","Nghe đến dòng tẩy trang này đã lâu , nhưng giờ mới sử dụng vì giá thành hơi cao. Nhưng bù lại chai to , dùng được lâu.
So với các loại tẩy trang đã dùng thì e này lấy bụi bẩn tốt hơn hẳn.Cảm giác dịu nhẹ cho da. Rất thích.",Nước tẩy trang Công Nghệ Micella Bioderma Sensibio H2O - 500ml,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,
"Môi mình khô quanh năm suốt tháng. Siêu siêu khô luôn nên xác định ở đời sống chung với dưỡng môi. Loại này mình đánh giá tốt là vì thời gian dưỡng của nó kéo dài hơn so với những loại mình từng sử dụng. Tuy nhiên, nếu chỉ cần lơ là 1 chút thôi là môi lại khô ngay. Nhưng phải công nhận em này vượt trội hơn. Trong thời gian sử dụng môi cũng hồng hào hơn nữa.","Môi mình khô quanh năm suốt tháng. Siêu siêu khô luôn nên xác định ở đời sống chung với dưỡng môi. Loại này mình đánh giá tốt là vì thời gian dưỡng của nó kéo dài hơn so với những loại mình từng sử dụng. Tuy nhiên, nếu chỉ cần lơ là 1 chút thôi là môi lại khô ngay. Nhưng phải công nhận em này vượt trội hơn. Trong thời gian sử dụng môi cũng hồng hào hơn nữa.",Mặt Nạ Ngủ Cho Môi Laneige Lip Sleeping Mask Berry 8g,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
"Phù hợp với da khô, mình da dầu, rửa lên k hợp, rất rít và mụn. Giá thì hợp lý so với các loại srm khác","Phù hợp với da khô, mình da dầu, rửa lên k hợp, rất rít và mụn. Giá thì hợp lý so với các loại srm khác",Bộ đôi Sữa rửa mặt tạo bọt tơ tằm trắng Sạch Sâu cho da dầu SENKA PERFECT WHIP 120g_70227,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,
"Làm sạch tốt , giá cả phải chăng ổn nha","Làm sạch tốt , giá cả phải chăng ổn nha",Bộ đôi Sữa rửa mặt tạo bọt tơ tằm trắng Sạch Sâu cho da dầu SENKA PERFECT WHIP 120g_70227,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
Giá tốt nhưng không thực sự hợp da dầu. Rửa xong thấy không sạch mấy nên tầm 1 tiếng sau mặt lại bóng dầu lại.,Giá tốt nhưng không thực sự hợp da dầu. Rửa xong thấy không sạch mấy nên tầm 1 tiếng sau mặt lại bóng dầu lại.,Bộ đôi Sữa rửa mặt tạo bọt tơ tằm trắng Sạch Sâu cho da dầu SENKA PERFECT WHIP 120g_70227,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Mình thuộc da dầu,  sau khi sử dụng sản phẩm được vài ngày, mình thấy sản phẩm dưỡng ẩm tốt, khi apply trên da nên lấy 1 ít nếu thiếu thì lấy thêm chứ độ ẩm của sản phẩm rất cao, nhưng nên sử dụng vào ban đêm vì sản phẩm tạo 1 lớp màng che phủ lên da mặt , nhìn da như ướt và bóng thêm mà sau 1 đêm lớp màng kia vẫn còn hoài không thấm vào da được. Gía mua 159k","Mình thuộc da dầu, sau khi sử dụng sản phẩm được vài ngày, mình thấy sản phẩm dưỡng ẩm tốt, khi apply trên da nên lấy 1 ít nếu thiếu thì lấy thêm chứ độ ẩm của sản phẩm rất cao, nhưng nên sử dụng vào ban đêm vì sản phẩm tạo 1 lớp màng che phủ lên da mặt , nhìn da như ướt và bóng thêm mà sau 1 đêm lớp màng kia vẫn còn hoài không thấm vào da được. Gía mua 159k",Kem dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Cream (50g),0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,
"Sản phẩm ok. Mua tiki rẻ hơn, giao nhanh hơn sàn s nào đó. Nhưng đóng gói tệ quá. App thì lỗi, đỡ ko up ảnh đánh giá đc. Shipper thân thiện","Sản phẩm ok. Mua tiki rẻ hơn, giao nhanh hơn sàn s nào đó. Nhưng đóng gói tệ quá. App thì lỗi, đỡ ko up ảnh đánh giá đc. Shipper thân thiện",Kem dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Cream (50g),1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,
"Pond's là bộ chăm sóc da mình dùng hơn 7 năm nay rồi, da trắng mịn lắm và ko bị mòn da hay ăn nắng như nhiều người phản hồi, chắc do da mình hợp. Giá lại tốt hơn ở siêu thị và còn được nhiều quà tặng","Pond's là bộ chăm sóc da mình dùng hơn 7 năm nay rồi, da trắng mịn lắm và ko bị mòn da hay ăn nắng như nhiều người phản hồi, chắc do da mình hợp. Giá lại tốt hơn ở siêu thị và còn được nhiều quà tặng","Combo kem dưỡng ẩm ngày, đêm và essence Pond's Age Miracle",0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,
"- Về giao hàng tiki: mặc dù mùa dịch nhưng tiki giao hàng nhanh, tầm 4 ngày là có rồi dù mình ở xa, tuy nhiên là mình hy vọng bên đơn vị chuyển hàng có thể gọi cho mình trước khi giao hàng 
- Về sản phẩm: sản phẩm mình nghĩ apply lên da tốt, khá bám, tạo cảm giác bóng khỏe chứ không phải bóng nhờn, với da thường, da mụn sương sương không bị dầu hay da khô mình nghĩ là xài tốt, quà theo kèm sản phẩm đầy đủ không hư hỏng","- Về giao hàng tiki: mặc dù mùa dịch nhưng tiki giao hàng nhanh, tầm 4 ngày là có rồi dù mình ở xa, tuy nhiên là mình hy vọng bên đơn vị chuyển hàng có thể gọi cho mình trước khi giao hàng
- Về sản phẩm: sản phẩm mình nghĩ apply lên da tốt, khá bám, tạo cảm giác bóng khỏe chứ không phải bóng nhờn, với da thường, da mụn sương sương không bị dầu hay da khô mình nghĩ là xài tốt, quà theo kèm sản phẩm đầy đủ không hư hỏng",Kem chống nắng dạng sữa lỏng nhẹ không nhờn rít La Roche-Posay Anthelios Shaka Fluid SPF 50+ 50ml,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,
"Kem cấp ẩm tốt, mềm và rất nhẹ da mặt. Mình dùng thay kem chống nắng khi đi làm luôn (vì mình làm văn phòng) nên cũng ít ra nắng, đối phó với mấy em bức xạ máy tính thì okie. Kem có thể dùng toàn thân nha mn, dung tích kem cũng lớn + giá thành mềm nên rất đáng trải nghiệm đó!","Kem cấp ẩm tốt, mềm và rất nhẹ da mặt. Mình dùng thay kem chống nắng khi đi làm luôn (vì mình làm văn phòng) nên cũng ít ra nắng, đối phó với mấy em bức xạ máy tính thì okie. Kem có thể dùng toàn thân nha mn, dung tích kem cũng lớn + giá thành mềm nên rất đáng trải nghiệm đó!",Kem dưỡng ẩm chống nắng ban ngày Hada Labo Koi-Gokujyun UV White Gel SPF50+ PA++++ RMV-RJ-HDLB-UWG (90g),0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,
"Giao nhanh, săn được giá tốt, chất lượng thì không phải bàn thêm","Giao nhanh, săn được giá tốt, chất lượng thì không phải bàn thêm",Mặt Nạ Ngủ Cho Môi Laneige Lip Sleeping Mask Berry EX 20g,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
